ID,Song Name,Artist,Charter,Year,Genre,BPM,Difficulty,Download,Archive Link,Size
02934,Feliz Navidad,José Feliciano,Shorty132471,1970,Christmas,148,4,02934.zip,02934. Feliz Navidad - José Feliciano [Shorty132471].zip,4700611
02935,I Believe In Father Christmas,Greg Lake,Shorty132471,1974,Christmas,115,3,02935.zip,02935. I Believe In Father Christmas - Greg Lake [Shorty132471].zip,21278839
02936,I Wish It Could Be Christmas Everyday,Wizzard,Shorty132471,1973,Christmas,140,3,02936.zip,02936. I Wish It Could Be Christmas Everyday - Wizzard [Shorty132471].zip,20401516
02937,Lonely This Christmas,Mud,Shorty132471,1974,Christmas,66,2,02937.zip,02937. Lonely This Christmas - Mud [Shorty132471].zip,10822657
02938,Mary's Boy Child / Oh My Lord,Boney M,Shorty132471,1978,Christmas,113,3,02938.zip,02938. Mary's Boy Child - Oh My Lord - Boney M [Shorty132471].zip,19455929
02939,Merry Christmas Everyone,Shakin' Stevens,Shorty132471,1984,Christmas,101,2,02939.zip,02939. Merry Christmas Everyone - Shakin' Stevens [Shorty132471].zip,19387056
02940,Merry Xmas Everybody,Slade,Shorty132471,1973,Christmas,130,5,02940.zip,02940. Merry Xmas Everybody - Slade [Shorty132471].zip,27958714
02941,Mistletoe and Wine,Cliff Richard,Shorty132471,1988,Christmas,135,2,02941.zip,02941. Mistletoe and Wine - Cliff Richard [Shorty132471].zip,19928818
02942,Saviour's Day,Cliff Richard,Shorty132471,1990,Christmas,155,5,02942.zip,02942. Saviour's Day - Cliff Richard [Shorty132471].zip,19764697
02943,Step into Christmas,Elton John,Shorty132471,1973,Christmas,145,4,02943.zip,02943. Step into Christmas - Elton John [Shorty132471].zip,20433431
02944,Thank God It's Christmas,Queen,Shorty132471,1984,Christmas,72,1,02944.zip,02944. Thank God It's Christmas - Queen [Shorty132471].zip,24058037
02945,Walking in the Air,Peter Auty,Shorty132471,1982,Christmas,96,3,02945.zip,02945. Walking in the Air - Peter Auty [Shorty132471].zip,21643542
02946,Wombling Merry Christmas,The Wombles,Shorty132471,1974,Christmas,130,3,02946.zip,02946. Wombling Merry Christmas - The Wombles [Shorty132471].zip,23369356
02947,Wonderful Christmastime,Paul McCartney,Shorty132471,1979,Christmas,95,5,02947.zip,02947. Wonderful Christmastime - Paul McCartney [Shorty132471].zip,26643156
02948,Lone Digger,Caravan Palace,silver,2015,Electroswing,124,8,02948.zip,02948. Lone Digger - Caravan Palace [silver].zip,5301704
02949,クラクラ - SPY×FAMILY 2,Ado,silver,2023,Anime,188,6,02949.zip,02949. クラクラ - SPY×FAMILY 2 - Ado [silver].zip,23766988
02950,Nightmare King - Hollow Knight,Christopher Larkin,silver,2017,VGM,130,5,02950.zip,02950. Nightmare King - Hollow Knight - Christopher Larkin [silver].zip,9438111
02952,LVBNR5 Weiβ (Cytus Symphony),Cranky,SilverFoxV933,2015,C-Hardcore,165,10,02952.zip,02952. LVBNR5 Weiβ (Cytus Symphony) - Cranky [SilverFoxV933].zip,9153567
02953,74,Itoki Hana/Toby Fox,Emmett,2018,JPop,95,5,02953.zip,02953. 74.0 - Itoki Hana-Toby Fox [Emmett].zip,7897023
02954,Dancing in the Moonlight,Toploader,Dionsaurier,2000,Pop-Rock,119,5,02954.zip,02954. Dancing in the Moonlight - Toploader [Dionsaurier].zip,12287294
02955,Spin Eternally,Camellia,ꓤɔᴉʇɐʇS,2022,200step,222,10,02955.zip,02955. Spin Eternally - Camellia [ꓤɔᴉʇɐʇS].zip,6411005
02956,First Snow,Trans-Siberian Orchestra,Underpantswher,1996,Christmas,131,5,02956.zip,02956. First Snow - Trans-Siberian Orchestra [Underpantswher].zip,6704923
02957,Holly Jolly Christmas (Get Low),not really Lil Jon,Emmett,2023,Christmas,140,3,02957.zip,02957. Holly Jolly Christmas (Get Low) - not really Lil Jon [Emmett].zip,2974800
02958,Time on My Side,"Joren ""Tensei"" de Bruin",displayname,2012,Homestuck,130,10,02958.zip,02958. Time on My Side - Joren -Tensei- de Bruin [displayname].zip,7741848
02959,BORN TO BE,ITZY,wlui1125,2023,K-Pop,168,5,02959.zip,02959. BORN TO BE - ITZY [wlui1125].zip,24629224
02960,Crack Miser (1976),Hobo Hobo,ChungleMcBungle,2023,Jingle,188,5,02960.zip,02960. Crack Miser (1976) - Hobo Hobo [ChungleMcBungle].zip,20467189
02961,The Worlds Catchiest Song,BoredomStrikesU,fish-chaz,2008,Other,120,3,02961.zip,02961. The Worlds Catchiest Song - BoredomStrikesU [fish-chaz].zip,2545505
02962,Share The World,TVXQ,ChungleMcBungle,2010,Hip-Hop,120,4,02962.zip,02962. Share The World - TVXQ [ChungleMcBungle].zip,7060915
02963,Share The World,TVXQ,ChungleMcBungle,2010,Hip-Hop,120,4,02963.zip,02963. Share The World - TVXQ [ChungleMcBungle].zip,7060915
02964,Worlds Catchiest Song,BoredomStrikesU,fish-chaz,2008,Other,120,3,02964.zip,02964. Worlds Catchiest Song - BoredomStrikesU [fish-chaz].zip,2545482
02965,Umbral Ultimatum,Toby Fox,gamemeowser,2011,Soundtrack,191,9,02965.zip,02965. Umbral Ultimatum - Toby Fox [gamemeowser].zip,3514038
02966,Somebody Like Me,St.Vincent,Kironez,2021,Alternative,125,5,02966.zip,02966. Somebody Like Me - St.Vincent [Kironez].zip,6162064
02967,Goodbye Sober Day,Mr. Bungle,Kironez,1999,Alt. Experimental,125,5,02967.zip,02967. Goodbye Sober Day - Mr. Bungle [Kironez].zip,4622726
02968,Low To Low,GUM,Wulf,2020,Alt Electronic Rock,88,6,02968.zip,02968. Low To Low - GUM [Wulf].zip,16136620
02969,Descend,Toby Fox,gamemeowser,2010,Soundtrack,107,5,02969.zip,02969. Descend - Toby Fox [gamemeowser].zip,4780067
02970,Unite Synchronization,Malcolm Brown,gamemeowser,2011,Soundtrack,140,7,02970.zip,02970. Unite Synchronization - Malcolm Brown [gamemeowser].zip,3354379
02971,Down Into The Jungle,DragonPianist,DragonPianist,2023,Rock,100,6,02971.zip,02971. Down Into The Jungle - DragonPianist [DragonPianist].zip,4801467
02972,Suite from The Polar Express,Alan Silvestri,Rayanne,2004,Soundtrack,120,4,02972.zip,02972. Suite from The Polar Express - Alan Silvestri [Rayanne].zip,8177093
02973,Jingle Bell Rock,aespa,wlui1125,2023,K-pop,140,2,02973.zip,02973. Jingle Bell Rock - aespa [wlui1125].zip,6962523
02974,Henk's Back,Lil Hank,Sleeby Maddy~,2019,Dubstep,160,6,02974.zip,02974. Henk's Back - Lil Hank [Sleeby Maddy~].zip,1837022
02975,Merengue de Limon,Quincas Moreira,PX,2018,Merengue,124,3,02975.zip,02975. Merengue de Limon - Quincas Moreira [PX].zip,4457181
02976,Pilgrim's Chorus from Tannhäuser,Richard Wagner,Mygod,1845,Classical,104,2,02976.zip,02976. Pilgrim's Chorus from Tannhäuser - Richard Wagner [Mygod].zip,47170328
02977,Sleigh Ride (Trombone POV),Leroy Anderson,Rayanne,1948,Light,220,5,02977.zip,02977. Sleigh Ride (Trombone POV) - Leroy Anderson [Rayanne].zip,33164750
02978,At The Price of Oblivion,Malcolm Brown,gamemeowser,2011,Soundtrack,100,4,02978.zip,02978. At The Price of Oblivion - Malcolm Brown [gamemeowser].zip,3698741
02979,Golden Hour V2,JVKE,Emmett,2022,Indie,94,4,02979.zip,02979. Golden Hour V2 - JVKE [Emmett].zip,5068264
02980,Heat Miser,George Irving,glissando14,1974,OST,154,7,02980.zip,02980. Heat Miser - George Irving [glissando14].zip,22684588
02981,Flare,Clark Powell,gamemeowser,2011,Soundtrack,144,3,02981.zip,02981. Flare - Clark Powell [gamemeowser].zip,3780026
02982,Vivo from Pulcinella,Igor Stravinsky,Mygod,1924,Classical,132,5,02982.zip,02982. Vivo from Pulcinella - Igor Stravinsky [Mygod].zip,33741676
02983,Savior of the Waking World,Toby Fox,gamemeowser,2010,Soundtrack,140,5,02983.zip,02983. Savior of the Waking World - Toby Fox [gamemeowser].zip,2603735
02984,Der Ritt der Walküren,Richard Wagner,Mygod,1870,Classical,100,5,02984.zip,02984. Der Ritt der Walküren - Richard Wagner [Mygod].zip,96722871
02985,Pilgrim's Chorus from Tannhäuser,Richard Wagner,Mygod,1845,Classical,104,2,02985.zip,02985. Pilgrim's Chorus from Tannhäuser - Richard Wagner [Mygod].zip,38133892
02986,Iraq Lobster,FoxWithGuns,eliot,2023,idk,185,5,02986.zip,02986. Iraq Lobster - FoxWithGuns [eliot].zip,26853404
02987,Precipitation,ICE,BennyRabbit3,2013,Techno,167,5,02987.zip,02987. Precipitation - ICE [BennyRabbit3].zip,7021391
02988,Remix 8 (Rhythm Heaven DS),Tsunku,Uno the Yellow Card,2008,VG OST,182,8,02988.zip,02988. Remix 8 (Rhythm Heaven DS) - Tsunku [Uno the Yellow Card].zip,27143337
02990,"Hello, Goodbye",The Beatles,SMS Fan 3,1967,Rock,99,3,02990.zip,"02990. Hello, Goodbye - The Beatles [SMS Fan 3].zip",5847935
02991,Make It With You,Bread,SMS Fan 3,1970,Soft Rock,84,3,02991.zip,02991. Make It With You - Bread [SMS Fan 3].zip,5442868
02992,Fly Like an Eagle,Steve Miller Band,SMS Fan 3,1976,Funk,100,3,02992.zip,02992. Fly Like an Eagle - Steve Miller Band [SMS Fan 3].zip,5509657
02993,Black Rose / Green Sun,Malcolm Brown,gamemeowser,2011,Soundtrack,140,4,02993.zip,02993. Black Rose - Green Sun - Malcolm Brown [gamemeowser].zip,3439060
02994,California Halo Blue,AWOLNATION,Dootzy,2019,Electronic,130,3,02994.zip,02994. California Halo Blue - AWOLNATION [Dootzy].zip,21329679
02995,polyriddim,phonon,paper2222,2020,Electronic,122.5,10,02995.zip,02995. polyriddim - phonon [paper2222].zip,25295641
02996,On Little Cat Feet,Casey Gu,gamemeowser,2016,OST - Video Game,89.5,5,02996.zip,02996. On Little Cat Feet - Casey Gu [gamemeowser].zip,3055935
02997,Persona 5 Royal - No More What Ifs,Lyn,TetsuTaco,2022,Jazz/OST,140,3,02997.zip,02997. Persona 5 Royal - No More What Ifs - Lyn [TetsuTaco].zip,4821252
02998,Phosphor,Casey Gu,gamemeowser,2016,OST - Video Game,70,3,02998.zip,02998. Phosphor - Casey Gu [gamemeowser].zip,2956722
02999,To Sleep,Casey Gu,gamemeowser,2016,OST - Video Game,55.5,2,02999.zip,02999. To Sleep - Casey Gu [gamemeowser].zip,3248647
03001,Heaven,Bryan Adams,SMS Fan 3,1984,Pop Rock,140,3,03001.zip,03001. Heaven - Bryan Adams [SMS Fan 3].zip,5934631
03002,Freddy Fazbear,Unknown,Koen,1999,Meme,220,5,03002.zip,03002. Freddy Fazbear - Unknown [Koen].zip,418831
03003,Party Rock Anthem,LMFAO,ComradeLydia,2012,Rock,130,7,03003.zip,03003. Party Rock Anthem - LMFAO [ComradeLydia].zip,20979455
03004,Redshift,Enter Shikari,Dootzy,2016,Alt Rock,160,5,03004.zip,03004. Redshift - Enter Shikari [Dootzy].zip,6065390
03005,내 꿈은 파티시엘 (Yumeiro Patissiere),IU,PX,2010,OST - TV/Anime,172,3,03005.zip,03005. 내 꿈은 파티시엘 (Yumeiro Patissiere) - IU [PX].zip,3618254
03006,조깅 (Jogging),LUCY,PX,2020,K-Pop | Pop Rock,138,3,03006.zip,03006. 조깅 (Jogging) - LUCY [PX].zip,5660365
03007,phony (フォニイ) - Hoshimachi Suisei,Hoshimachi Suisei,Σierra βeta,2021,J-Pop,170,7,03007.zip,03007. phony (フォニイ) - Hoshimachi Suisei - Hoshimachi Suisei [Σierra βeta].zip,17963373
03008,ホロホーク / HoloHawk,Takane Lui,Σierra βeta,2023,J-Pop,150,7,03008.zip,03008. ホロホーク - HoloHawk - Takane Lui [Σierra βeta].zip,29129036
03009,Timeline (Easier),Plum,paper2222,2021,Classical,180,10,03009.zip,03009. Timeline (Easier) - Plum [paper2222].zip,21790011
03010,Unapologetically Country as Hell,Hardy,deuce2,2020,Country,124,5,03010.zip,03010. Unapologetically Country as Hell - Hardy [deuce2].zip,4464078
03011,Sink To The Deep Sea World,Chroma,Sleeby Maddy~,2017,chipstep?,185,6,03011.zip,03011. Sink To The Deep Sea World - Chroma [Sleeby Maddy~].zip,6393494
03012,Sink To The Deep Sea World Unnerfed,Chroma,Sleeby Maddy~,2017,chipstep?,185,6,03012.zip,03012. Sink To The Deep Sea World Unnerfed - Chroma [Sleeby Maddy~].zip,6394086
03013,Break Through It All,"Tomoyo Ohtani, Kellin Quinn",Spider,2022,OST - Video Game,195,8,03013.zip,"03013. Break Through It All - Tomoyo Ohtani, Kellin Quinn [Spider].zip",5998391
03014,I Got My Tooth Removed,100 Gecs,ADHDGinger,2023,gec,166,5,03014.zip,03014. I Got My Tooth Removed - 100 Gecs [ADHDGinger].zip,4916150
03015,The Prince,Madeon,Zara.exe,2000,Electronic,190,9,03015.zip,03015. The Prince - Madeon [Zara.exe].zip,4721120
03016,nerf this *farts*,ChelHellbunny,paper2222,2016,???,130,7,03016.zip,03016. nerf this -farts- - ChelHellbunny [paper2222].zip,693954
03017,Persona 3 Reload Opening Movie - Full Moon Full Life,Atsushi Kotajoh,Xenoze,2024,OST,120,4,03017.zip,03017. Persona 3 Reload Opening Movie - Full Moon Full Life - Atsushi Kotajoh [Xenoze].zip,26894418
03018,Throne,Bring Me The Horizon,Dootzy,2015,Hard Rock,144,5,03018.zip,03018. Throne - Bring Me The Horizon [Dootzy].zip,12770623
03019,Maelstrom,Plum,paper2222,2020,Electronic,195,10,03019.zip,03019. Maelstrom - Plum [paper2222].zip,34132410
03020,wish i could care less - Rhythm Doctor,fizzd (feat. Yeo),paper2222,2021,Video Game,162,6,03020.zip,03020. wish i could care less - Rhythm Doctor - fizzd (feat. Yeo) [paper2222].zip,20353946
03021,Throne,Bring Me The Horizon,Dootzy,2015,Hard Rock,144,5,03021.zip,03021. Throne - Bring Me The Horizon [Dootzy].zip,15102200
03022,Mad Piano Party II,Plum,paper2222,2020,Classical,175,10,03022.zip,03022. Mad Piano Party II - Plum [paper2222].zip,1803240
03023,Life Goes On,Shoji Meguro,duckio45,2016,OST,110,10,03023.zip,03023. Life Goes on - Shoji Meguro [duckio45].zip,3072088
03024,Life Goes On,Shoji Meguro,duckio45,2016,OST,110,10,03024.zip,03024. Life Goes on - Shoji Meguro [duckio45].zip,3052354
03025,Hunger Strike (Intro),Estradasphere,Rek,2000,Prog rock,116.383,9,03025.zip,03025. Hunger Strike (Intro) - Estradasphere [Rek].zip,4510810
03026,it would be so awesome,awesome,DewOnTheGrass,1999,awesome,120,2,03026.zip,03026. it would be so awesome - awesome [DewOnTheGrass].zip,329796
03027,The Disappearance of Hatsune Miku,cosMo@bousou P,DewOnTheGrass,2008,VOCALOID,120,8,03027.zip,03027. The Disappearance of Hatsune Miku - cosMo@bousou P [DewOnTheGrass].zip,14614491
03028,Memory,Yoko Kanno,DewOnTheGrass,1998,Music Box,120,6,03028.zip,03028. Memory - Yoko Kanno [DewOnTheGrass].zip,4621058
03029,Jingle My Bells,Jack Douglass,DewOnTheGrass,2021,Christmas,60,3,03029.zip,03029. Jingle My Bells - Jack Douglass [DewOnTheGrass].zip,22802098
03030,Stalin Like Dance,Jonathan/BWF,DewOnTheGrass,2013,Chorale/Techno,130,6,03030.zip,03030. Stalin Like Dance - Jonathan-BWF [DewOnTheGrass].zip,21463482
03031,The Disappearance of Hatsune Miku,cosMo@bousou P,DewOnTheGrass,2008,VOCALOID,120,8,03031.zip,03031. The Disappearance of Hatsune Miku - cosMo@bousou P [DewOnTheGrass].zip,14614514
03032,Persona Q Opening Movie - Maze Of Life,Shoji Meguro,Xenoze,2014,OST,240,5,03032.zip,03032. Persona Q Opening Movie - Maze Of Life - Shoji Meguro [Xenoze].zip,34590916
03033,World Is Mine (Live),Hatsune Miku (Ryo/Supercell),Faust,2013,Vocaloid,165,7,03033.zip,03033. World Is Mine (Live) - Hatsune Miku (Ryo-Supercell) [Faust].zip,10718527
03034,Lipitor,Sbassbear (Game Grumps Remix),Faust,2023,Comedy/Metalcore/Remix,100,8,03034.zip,03034. Lipitor - Sbassbear (Game Grumps Remix) [Faust].zip,6367730
03035,Milk Bar,Koji Kondo,Faust,2000,VGM,142,6,03035.zip,03035. Milk Bar - Koji Kondo [Faust].zip,3793986
03036,Mad Piano Party,Plum,paper2222,2022,Classical,165,10,03036.zip,03036. Mad Piano Party - Plum [paper2222].zip,21224241
03037,Blinded by the Light,Manfred Mann's Earth Band,SMS Fan 3,1976,Progressive Rock,142,4,03037.zip,03037. Blinded by the Light - Manfred Mann's Earth Band [SMS Fan 3].zip,8878935
03038,Red Like Roses Part II,"Jeff Williams, Casey Lee Williams, Sandy Casey ",Faust,2013,Rock,210,7,03038.zip,"03038. Red Like Roses Part II - Jeff Williams, Casey Lee Williams, Sandy Casey  [Faust].zip",5273032
03039,Cool Patrol,Ninja Sex Party feat. TWRP,Faust,2018,Comedy/Dance,130,7,03039.zip,03039. Cool Patrol - Ninja Sex Party feat. TWRP [Faust].zip,4482986
03040,Forest Sunset,DragonPianist,DragonPianist,2023,Rock,110,5,03040.zip,03040. Forest Sunset - DragonPianist [DragonPianist].zip,6656527
03041,Existing Scape,DragonPianist,DragonPianist,2023,Rock,96,5,03041.zip,03041. Existing Scape - DragonPianist [DragonPianist].zip,6971816
03042,Wondering Tonight,Ninja Sex Party,Faust,2020,Comedy/Power Ballad,148,4,03042.zip,03042. Wondering Tonight - Ninja Sex Party [Faust].zip,4422977
03043,Courtship of the Mermaid,Ninja Sex Party,Faust,2018,Comedy/Traditional Folk,167,6,03043.zip,03043. Courtship of the Mermaid - Ninja Sex Party [Faust].zip,3883354
03044,Everything's Alright (Meet You in the Galaxy Ending Theme),Ginger Root,paper2222,2022,Anime,142,7,03044.zip,03044. Everything's Alright (Meet You in the Galaxy Ending Theme) - Ginger Root [paper2222].zip,35005999
03045,Words That Never Reached You,Kenji Hiramatsu,JoJ,2022,VGM,72,4,03045.zip,03045. Words That Never Reached You - Kenji Hiramatsu [JoJ].zip,9886931
03046,Oppa Toby Style,Toby 'Radiation' Fox,PX,2016,Homestuck,100,10,03046.zip,03046. Oppa Toby Style - Toby 'Radiation' Fox [PX].zip,7530768
03047,Vampire in the Ruined Castle / 廃城に吸血鬼,どらいち,silver,2023,Electronic,168,7,03047.zip,03047. Vampire in the Ruined Castle - 廃城に吸血鬼 - どらいち [silver].zip,3407153
03048,Bad Truth,Rustic Overtones,Faust,1996,Rock/Funk/Jazz/Soul,169,7,03048.zip,03048. Bad Truth - Rustic Overtones [Faust].zip,7139660
03049,Everything's Alright (Meet You in the Galaxy Ending Theme),Ginger Root,paper2222,2022,Anime,142,7,03049.zip,03049. Everything's Alright (Meet You in the Galaxy Ending Theme) - Ginger Root [paper2222].zip,35005999
03050,Tutti (Hibike! Euphonium ED),Kitauji Quartet,Faust,2016,Ska,194,8,03050.zip,03050. Tutti (Hibike! Euphonium ED) - Kitauji Quartet [Faust].zip,6023786
03051,Red Velvet - Chill Kill,Red Velvet,Arco,2023,K-Pop,148,6,03051.zip,03051. Red Velvet - Chill Kill - Red Velvet [Arco].zip,94496512
03052,Lipitor,Sbassbear (Game Grumps Remix),Faust,2023,Comedy/Metalcore/Remix,200,7,03052.zip,03052. Lipitor - Sbassbear (Game Grumps Remix) [Faust].zip,15321701
03053,Red Like Roses Part II,"Jeff Williams, Casey Lee Williams, Sandy Casey ",Faust,2013,Rock,210,7,03053.zip,"03053. Red Like Roses Part II - Jeff Williams, Casey Lee Williams, Sandy Casey  [Faust].zip",5273044
03054,Dr Worm,They Might Be Giants,Faust,1998,Alt Rock,162,3,03054.zip,03054. Dr Worm - They Might Be Giants [Faust].zip,3307492
03055,The Plagues,Hanz Zimmer,Synthwave,1998,OST,114,6,03055.zip,03055. The Plagues - Hanz Zimmer [Synthwave].zip,23617476
03056,When She Loved Me (Cover),Travis Atreo,Synthwave,0,OST (Cover),120,3,03056.zip,03056. When She Loved Me (Cover) - Travis Atreo [Synthwave].zip,24045209
03057,Fionna and Cake Theme Song,Amanda Jones,Synthwave,2023,OST,175,5,03057.zip,03057. Fionna and Cake Theme Song - Amanda Jones [Synthwave].zip,22163574
03058,Dress Down,秋元薫 (Kaoru Akimoto),PX,1986,J-Pop | City Pop,118,3,03058.zip,03058. Dress Down - 秋元薫 (Kaoru Akimoto) [PX].zip,6792181
03059,フライデイ・チャイナタウン (Fly-Day Chinatown),泰葉 (Yasuha),PX,1981,J-Pop | City Pop,123,3,03059.zip,03059. フライデイ・チャイナタウン (Fly-Day Chinatown) - 泰葉 (Yasuha) [PX].zip,6292772
03060,Shelter,Porter Robinson & Madeon,Zara.exe,2016,Electronic,200,8,03060.zip,03060. Shelter - Porter Robinson & Madeon [Zara.exe].zip,5383176
03061,Danny Don't You Know,Ninja Sex Party,Faust,2018,Rock/Power Ballad,141,6,03061.zip,03061. Danny Don't You Know - Ninja Sex Party [Faust].zip,5410693
03062,Total Eclipse Of The Heart,Bonnie Tyler,Shorty132471,1983,Pop Rock,130,3,03062.zip,03062. Total Eclipse Of The Heart - Bonnie Tyler [Shorty132471].zip,16656489
03063,Silent Running,Gorillaz,Shorty132471,2023,Alternative,107,2,03063.zip,03063. Silent Running - Gorillaz [Shorty132471].zip,17235246
03064,Uprising Wings,DragonPianist,DragonPianist,2023,Rock,130,5,03064.zip,03064. Uprising Wings - DragonPianist [DragonPianist].zip,6495694
03065,Cut My Fingers Off,Ethan Bortnick,Zara.exe,2021,Electronic,296,9,03065.zip,03065. Cut My Fingers Off - Ethan Bortnick [Zara.exe].zip,4198940
03066,Thunder & Lightning,Ninja Sex Party,Faust,2020,Comedy/Rock,190,4,03066.zip,03066. Thunder & Lightning - Ninja Sex Party [Faust].zip,4767869
03067,The Argus,Ween,garrity.,2003,Alternative,83,3,03067.zip,03067. The Argus - Ween [garrity.].zip,7015374
03068,Buddy Holly but it’s Wii Shop Channel,buddyholly1337,silver,2022,wiizer,148,5,03068.zip,03068. Buddy Holly but it’s Wii Shop Channel - buddyholly1337 [silver].zip,1246776
03069,347 Midnight Demons,Carpenter Brut,silver,2012,Synthwave,254,10,03069.zip,03069. 347 Midnight Demons - Carpenter Brut [silver].zip,7905151
03070,ネ土会ェ貝南犬☆カゞんIよ″るノDA!!｡￤ずんだもん,ぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬぬ,silver,2023,Vocaloid,181,9,03070.zip,03070. ネ土会ェ貝南犬☆カゞんIよ″るノDA!!｡￤ずんだもん [silver].zip,34613179
03071,Beginning - Castlevania III: Dracula's Curse,"Hidenori Maezawa, Jun Funahashi and Yukie Morimoto",silver,1989,VGM,128.77,10,03071.zip,"03071. Beginning - Castlevania III- Dracula's Curse - Hidenori Maezawa, Jun Funahashi and Yukie Morimoto [silver].zip",2302400
03072,Shovel Knight - Main Theme,Jake Kaufman,silver,2014,VGM,150,9,03072.zip,03072. Shovel Knight - Main Theme - Jake Kaufman [silver].zip,4328709
03073,Aegleseeker / Arcaea,Silentroom & Frums,silver,2021,Electronic,234,10,03073.zip,03073. Aegleseeker - Arcaea - Silentroom & Frums [silver].zip,5127448
03074,Honolulu City Lights (EN ver.),Chitose Fujinomiya (Suzie Yeung),SilverFoxV933,2024,City-Pop,114,5,03074.zip,03074. Honolulu City Lights (EN ver.) - Chitose Fujinomiya (Suzie Yeung) [SilverFoxV933].zip,23241028
03075,Honolulu City Lights (CN ver.),Chitose Fujinomiya (Xie Ying),SilverFoxV933,2024,City-Pop,114,4,03075.zip,03075. Honolulu City Lights (CN ver.) - Chitose Fujinomiya (Xie Ying) [SilverFoxV933].zip,23307392
03076,Honolulu City Lights (JP ver.),Chitose Fujinomiya (Anju Inami),SilverFoxV933,2024,City-Pop,114,4,03076.zip,03076. Honolulu City Lights (JP ver.) - Chitose Fujinomiya (Anju Inami) [SilverFoxV933].zip,23339221
03077,8 6,Dasu,paper2222,2017,Electronic,167,7,03077.zip,03077. 2024-06-08 00-00-00 - Dasu [paper2222].zip,30398583
03078,8 6 (non gimmick/mod),Dasu,paper2222,2017,Electronic,167,7,03078.zip,03078. 8 6 (non gimmick-mod) - Dasu [paper2222].zip,6850024
03079,Super Rad!,The Aquabats!,garrity.,1997,Ska,173,9,03079.zip,03079. Super Rad! - The Aquabats! [garrity.].zip,13042026
03080,Blame It On My Youth,Blink-182,Dootzy,2019,Punk Rock,170,5,03080.zip,03080. Blame It On My Youth - Blink-182 [Dootzy].zip,3499990
03081,Last Resort,Papa Roach,Emmett,2020,Nu Metal,90.5,5,03081.zip,03081. Last Resort - Papa Roach [Emmett].zip,5284968
03082,All The Times,fizzd,DerpyChap,2021,Soundtrack,145,8,03082.zip,03082. All The Times - fizzd [DerpyChap].zip,10304875
03083,This Will Be the Day,"Jeff Williams, Casey Lee Williams",Faust,2013,Rock,190,8,03083.zip,"03083. This Will Be the Day - Jeff Williams, Casey Lee Williams [Faust].zip",5123948
03084,The Last Domino,Skyhill,Faust,2023,Indie Rock,140,4,03084.zip,03084. The Last Domino - Skyhill [Faust].zip,5858648
03085,Head of the Table (Roman Reigns Theme),def rebel,TheDivertingOne,2021,Wrestling,200,6,03085.zip,03085. Head of the Table (Roman Reigns Theme) - def rebel [TheDivertingOne].zip,5188620
03086,Get Down / ゲッダン,Kohmi Hirose,bw242,1998,Meme/Pop,124.08,7,03086.zip,03086. Get Down - ゲッダン - Kohmi Hirose [bw242].zip,27539001
03087,Get To Heaven,Everything Everything,garrity.,2015,Indie,117,5,03087.zip,03087. Get To Heaven - Everything Everything [garrity.].zip,4149039
03088,American Authors (In a Human Centipede),"American Authors, Eric Andre",garrity.,1999,Folk,100,5,03088.zip,"03088. American Authors (In a Human Centipede) - American Authors, Eric Andre [garrity.].zip",9030150
03089,Hollow Knight Silksong: Bonebottom,Christopher Larkin,BennyRabbit,2019,VGM,112,5,03089.zip,03089. Hollow Knight Silksong- Bonebottom - Christopher Larkin [BennyRabbit].zip,6777211
03090,Heaven,Blink-182,Dootzy,2019,Punk Rock,150,5,03090.zip,03090. Heaven - Blink-182 [Dootzy].zip,6066666
03091,FIRE FIRE,StripE,bw242,2007,Trance,150,10,03091.zip,03091. FIRE FIRE - StripE [bw242].zip,9511984
03092,I’m Fading Away,Steve J. Conte / Lucas Kosugi / Chihiro Aoki,Σierra βeta 🌟,2023,Alt Rock,72,6,03092.zip,03092. I’m Fading Away - Steve J. Conte - Lucas Kosugi - Chihiro Aoki [Σierra βeta 🌟].zip,4508482
03093,Ribbons | REDHEART,hurikomi,Σierra βeta,2021,Chiptune,138,7,03093.zip,03093. Ribbons - REDHEART - hurikomi [Σierra βeta].zip,24425122
03094,Magic,Pilot,SMS Fan 3,1974,Pop Rock,102,3,03094.zip,03094. Magic - Pilot [SMS Fan 3].zip,21646965
03095,Happy Days,Blink-182,Dootzy,2019,Punk Rock,155,4,03095.zip,03095. Happy Days - Blink-182 [Dootzy].zip,5426851
03096,Push Th' Little Daisies,Ween,garrity.,1992,Alternative,156,5,03096.zip,03096. Push Th' Little Daisies - Ween [garrity.].zip,12821059
03097,Glowing Mushroom Biome,Terraria,garrity.,2013,OST Soundtrack,110,5,03097.zip,03097. Glowing Mushroom Biome - Terraria [garrity.].zip,1732180
03098,Simple and Clean,Hikaru Utada,Shorty132471,2002,OST - Video Game,130,3,03098.zip,03098. Simple and Clean - Hikaru Utada [Shorty132471].zip,16736512
03099,memoryfactory.lzh,Frums,Sleeby Maddy~,2020,Frums,100,6,03099.zip,03099. memoryfactory.lzh - Frums [Sleeby Maddy~].zip,3203658
